Algorithm,Optimizations,Bom,Nodes,AttemptNr,Time,Makespan
LS_TS_3min,OFF,bom_2_6_10_5,43.0,5,180.2035,110551.0
LS_TS_3min,OFF,bom_2_6_10_5,43.0,6,180.204,110551.0
LS_TS_3min,OFF,bom_2_6_10_5,43.0,7,180.3805,109181.0
LS_TS_3min,OFF,bom_2_6_10_5,43.0,8,180.1965,110551.0
LS_TS_3min,OFF,bom_2_6_10_5,43.0,9,180.4013,109626.0
LS_TS_3min,OFF,bom_2_6_10_5,43.0,10,180.2096,109806.0
LS_TS_3min,OFF,bom_2_6_10_5,43.0,11,180.4584,111248.0
LS_TS_3min,OFF,bom_2_6_10_5,43.0,12,180.2242,108615.0
LS_TS_3min,OFF,bom_2_6_10_5,43.0,13,180.275,110023.0
LS_TS_3min,OFF,bom_2_6_10_5,43.0,14,180.365,110517.0
LS_TS_3min,OFF,bom_2_6_10_5,43.0,15,180.2321,110517.0
LS_TS_3min,OFF,bom_2_6_10_5,43.0,16,180.2128,113691.0
LS_TS_3min,OFF,bom_2_6_10_5,43.0,17,180.2389,110217.0
LS_TS_3min,OFF,bom_2_6_10_5,43.0,18,180.2173,110018.0
LS_TS_3min,OFF,bom_2_6_10_5,43.0,19,180.2316,108335.0
LS_TS_3min,OFF,bom_2_6_10_5,43.0,20,180.2584,110517.0
LS_TS_3min,OFF,bom_2_6_10_5,43.0,21,180.2097,108707.0
LS_TS_3min,OFF,bom_2_6_10_5,43.0,22,180.2235,111046.0
LS_TS_3min,OFF,bom_2_6_10_5,43.0,23,180.217,109077.0
LS_TS_3min,OFF,bom_2_6_10_5,43.0,24,180.2313,110238.0
LS_TS_3min,OFF,bom_2_6_10_5,43.0,25,180.2026,111292.0
LS_TS_3min,OFF,bom_2_6_10_5,43.0,26,180.2483,109626.0
LS_TS_3min,OFF,bom_2_6_10_5,43.0,27,180.3329,111347.0
LS_TS_3min,OFF,bom_2_6_10_5,43.0,28,180.2265,110517.0
LS_TS_3min,OFF,bom_2_6_10_5,43.0,29,180.3126,109014.0
LS_TS_3min,OFF,bom_2_6_10_5,43.0,30,180.2097,109483.0
